,domLoadTime,networkTime,pageLoadTime,searchTime,url
56,1187.0,245.0,45.0,1412.0,http://www.naver.com
57,4240.0,274.0,3.0,4483.0,http://www.daum.net
58,3881.0,272.0,6.0,4140.0,http://www.nate.com
59,3248.0,484.0,6.0,3742.0,http://www.baidu.com
60,927.0,584.0,8.0,1098.0,http://www.google.com
61,550.0,0.0,1.0,713.0,http://www.bing.com
62,1036.0,871.0,0.0,1200.0,http://www.yahoo.co.jp
63,1219.0,312.0,37.0,1392.0,http://www.naver.com
64,2165.0,244.0,3.0,2392.0,http://www.daum.net
65,2191.0,306.0,5.0,2490.0,http://www.nate.com
66,3222.0,446.0,5.0,3723.0,http://www.baidu.com
67,965.0,602.0,8.0,1136.0,http://www.google.com
68,404.0,0.0,0.0,570.0,http://www.bing.com
69,1461.0,726.0,0.0,1577.0,http://www.yahoo.co.jp
70,1092.0,533.0,45.0,1318.0,http://www.naver.com
71,2325.0,242.0,3.0,2543.0,http://www.daum.net
72,2246.0,355.0,3.0,2505.0,http://www.nate.com
73,4745.0,567.0,86.0,5561.0,http://www.baidu.com
74,768.0,585.0,0.0,921.0,http://www.google.com
75,500.0,0.0,0.0,625.0,http://www.bing.com
76,1176.0,815.0,0.0,1287.0,http://www.yahoo.co.jp
77,1179.0,293.0,44.0,1369.0,http://www.naver.com
78,2673.0,332.0,3.0,2989.0,http://www.daum.net
79,2351.0,377.0,4.0,2648.0,http://www.nate.com
80,3714.0,485.0,8.0,4236.0,http://www.baidu.com
81,1107.0,752.0,11.0,1308.0,http://www.google.com
82,579.0,0.0,0.0,697.0,http://www.bing.com
83,1066.0,889.0,0.0,1171.0,http://www.yahoo.co.jp
84,1107.0,872.0,39.0,1928.0,http://www.naver.com
85,2173.0,262.0,3.0,2390.0,http://www.daum.net
86,2163.0,280.0,6.0,2426.0,http://www.nate.com
87,3078.0,813.0,9.0,3740.0,http://www.baidu.com
88,926.0,551.0,8.0,1076.0,http://www.google.com
89,443.0,0.0,1.0,604.0,http://www.bing.com
90,980.0,763.0,1.0,1116.0,http://www.yahoo.co.jp
91,1117.0,269.0,39.0,1315.0,http://www.naver.com
92,2058.0,233.0,2.0,2278.0,http://www.daum.net
93,2182.0,329.0,3.0,2480.0,http://www.nate.com
94,3619.0,469.0,3.0,4119.0,http://www.baidu.com
95,630.0,0.0,7.0,1166.0,http://www.google.com
